image,gsd,model,inference_ms,precision,recall,f1,mean_iou,area_rmse
0.05m_sample_07.png,0.05,Hybrid_v8+SAM,195.10173797607422,0.0,0.0,0.0,0.0,0.0
0.05m_sample_07.png,0.05,Hybrid_v11+SAM,202.4688720703125,0.0,0.0,0.0,0.0,0.0
0.05m_sample_07.png,0.05,Mask_RCNN,49.6058464050293,0.0,0.0,0.0,0.0,0.0
0.05m_sample_07.png,0.05,Watershed,51.407814025878906,0.0,0.0,0.0,0.0,0.0
0.06m_01_20.png,0.06,YOLOv8,42.24371910095215,0.7058823114186875,0.7999999466666703,0.7499994550784586,0.8913130130153727,2.9832871869801623
0.06m_01_20.png,0.06,YOLOv11,49.91888999938965,0.7222221820987677,0.8666666088888928,0.7878782442611042,0.9115070741985171,2.270780493405466
0.06m_01_20.png,0.06,YOLOv11_Ablation,49.6830940246582,0.8124999492187531,0.8666666088888928,0.8387091238296455,0.8797754546810277,3.6744841371063446
0.06m_01_20.png,0.06,Hybrid_v8+SAM,204.10537719726562,0.7058823114186875,0.7999999466666703,0.7499994550784586,0.8394135542741923,3.9497262639327313
0.06m_01_20.png,0.06,Hybrid_v11+SAM,205.83677291870117,0.7222221820987677,0.8666666088888928,0.7878782442611042,0.8438832501187472,3.5278383636442308
0.06m_01_20.png,0.06,Mask_RCNN,63.46559524536133,0.7368420664819965,0.9333332711111153,0.8235288702425119,0.8859915466240296,2.435172209809518
0.06m_01_20.png,0.06,Watershed,55.339813232421875,0.0,0.0,0.0,0.0,0.0
0.06m_01_27.png,0.06,YOLOv8,40.843963623046875,0.7692307100591762,0.6249999609375024,0.6896546302024977,0.9171379199912376,2.2702574479560678
0.06m_01_27.png,0.06,YOLOv11,48.91633987426758,0.8124999492187531,0.8124999492187531,0.8124994492190609,0.9037300052953287,2.0809648058237125
0.06m_01_27.png,0.06,YOLOv11_Ablation,49.38220977783203,0.8461537810650938,0.6874999570312527,0.7586201426876025,0.8872740892999158,3.257007724332817
0.06m_01_27.png,0.06,Hybrid_v8+SAM,194.54360008239746,0.7692307100591762,0.6249999609375024,0.6896546302024977,0.8327796619687838,2.498819618940109
0.06m_01_27.png,0.06,Hybrid_v11+SAM,208.5249423980713,0.8124999492187531,0.8124999492187531,0.8124994492190609,0.8360584657736934,3.037956201639011
0.06m_01_27.png,0.06,Mask_RCNN,58.214426040649414,0.7333332844444478,0.6874999570312527,0.7096768740898447,0.9115030702669358,3.464734133837952
0.06m_01_27.png,0.06,Watershed,60.96506118774414,0.0,0.0,0.0,0.0,0.0
0.06m_sample_01.png,0.06,YOLOv8,39.385080337524414,0.0,0.0,0.0,0.0,0.0
0.06m_sample_01.png,0.06,YOLOv11,48.177242279052734,0.0,0.0,0.0,0.0,0.0
0.06m_sample_01.png,0.06,YOLOv11_Ablation,44.872283935546875,0.0,0.0,0.0,0.0,0.0
0.06m_sample_01.png,0.06,Hybrid_v8+SAM,193.0551528930664,0.0,0.0,0.0,0.0,0.0
0.06m_sample_01.png,0.06,Hybrid_v11+SAM,201.16496086120605,0.0,0.0,0.0,0.0,0.0
0.06m_sample_01.png,0.06,Mask_RCNN,38.443803787231445,0.0,0.0,0.0,0.0,0.0
0.06m_sample_01.png,0.06,Watershed,55.28831481933594,0.0,0.0,0.0,0.0,0.0
0.06m_sample_07.png,0.06,YOLOv8,40.819644927978516,0.0,0.0,0.0,0.0,0.0
0.06m_sample_07.png,0.06,YOLOv11,46.549320220947266,0.0,0.0,0.0,0.0,0.0
0.06m_sample_07.png,0.06,YOLOv11_Ablation,46.00024223327637,0.0,0.0,0.0,0.0,0.0
0.06m_sample_07.png,0.06,Hybrid_v8+SAM,191.65706634521484,0.0,0.0,0.0,0.0,0.0
0.06m_sample_07.png,0.06,Hybrid_v11+SAM,202.07905769348145,0.0,0.0,0.0,0.0,0.0
